Feature,Coef_RegLineal,Coef_RegLogistica,Efecto_en_popularidad
release_year,0.08593151703097808,-0.01869330372201506,≈ neutro
explicit,0.5257990423730581,0.1233793196164346,↑ favorece alta pop.
duration_sec,0.04752249499391592,0.08852566872327587,≈ neutro
artist_popularity,14.49842397279978,2.4734485065579417,↑ favorece alta pop.
duration_min,0.047522494993915476,0.08852566872327919,≈ neutro
release_month,-0.2494682601951781,-0.018189668132956874,≈ neutro
years_since_release,0.3234946834451873,-0.059890672732590765,≈ neutro
