year,popularity,duration_sec,artist_popularity,years_since_release,explicit,is_urbano_latino,is_lanzamiento_reciente,is_artista_top,genero_electronica,genero_flamenco_raices,genero_internacional,genero_otros,genero_pop_espanol,genero_rock_indie,genero_unknown,genero_urbano_latino,temporada_invierno,temporada_otono,temporada_primavera,temporada_sin_fecha,temporada_verano
2011,-0.14551819578267092,-0.022471586251084624,-0.2157799710329253,0.4872245873004145,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011,-2.171768095781509,-0.051151322741473354,-1.2591999221750965,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2011,-1.1326655829615921,0.8257933564578205,-0.46129054777225964,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,-1.0807104573205963,0.9043508955401893,-1.2591999221750965,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2011,-2.3795885983454927,-0.16428102499298908,-1.2591999221750965,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-0.6650694521926295,-0.6601250625250289,-1.934354008208266,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2011,0.010347181140316653,-0.18252065280358604,-0.706801124511594,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-0.6650694521926295,1.31249313018133,-1.5660881430992644,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,-0.19747332142366678,0.053494263088759916,-0.46129054777225964,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2011,0.5298984375502752,7.417144968988023,-0.09302468266325811,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-0.09356307014167506,0.34818894673637696,-0.706801124511594,-0.20923034147038305,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011,-0.24942844706466263,-0.7318366287026168,0.27524118244574347,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011,-0.7170245778336253,1.01684490030769,-0.3385352594025925,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-0.509204075269642,1.6479458025156297,-0.2771576152177589,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011,-2.691319352191468,0.527162238389954,-1.013689345435762,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,-1.9639475932175259,0.32831117540927923,-1.6888434314689316,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-1.0287553316796005,2.764181684640272,-2.793641026795936,0.4872245873004145,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-2.275678347063501,0.35307892738264995,-2.2412422291324336,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,-1.6002617137305548,1.2153536646431249,-1.1364446338054293,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2011,-0.509204075269642,0.709069518431294,-0.706801124511594,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-0.6650694521926295,-0.1734008388982879,-0.5226681919570932,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-1.91199246757653,0.35373907476989647,-0.5226681919570932,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011,-0.820934829115617,-0.31357213412369156,0.09110824989124267,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011,-1.184620708602588,-0.41430573543690613,-2.3026198733172674,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011,-0.7689797034746212,1.239779117971257,-0.3385352594025925,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2011,-1.184620708602588,1.4937647127386542,-0.706801124511594,0.4872245873004145,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011,-2.4315437239864885,-0.30249632795988407,-0.5840458361419268,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2011,-2.587409100909476,-0.9150397536152189,-2.85501867098077,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2011,-1.548306588089559,-0.7986582142339317,-1.8115987198385988,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-0.5611592009106378,-0.06550341593828311,-1.4433328547295972,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-1.9639475932175259,0.49034068412352144,-1.9957316523930995,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,-2.4315437239864885,0.42872692798048667,-1.5660881430992644,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2011,-0.9768002060386046,0.44828685056557654,-1.3819552105447637,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,-0.509204075269642,-1.0625704697132625,-0.2157799710329253,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2011,-0.14551819578267092,-1.6576811143646357,-1.1364446338054293,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,-1.6002617137305548,0.5333725138107199,-3.284662180274605,-0.20923034147038305,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011,-0.14551819578267092,-0.5737191045053925,0.15248589407607627,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2012,0.6338086888322669,0.39126967623003844,0.3979964708154106,-0.20923034147038305,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,0.37403306062728764,1.0595344313496493,0.4593741150002442,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,-0.3533386983466543,-0.16100473795998677,0.029730605706409077,-0.20923034147038305,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2012,0.2701228093452959,1.9553788857467858,0.7662623359244122,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2012,0.581853563191271,0.849485312689011,0.27524118244574347,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2012,-1.548306588089559,-0.5756750967639018,-0.7681787686964276,-0.20923034147038305,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012,0.6338086888322669,-0.8032303461381962,0.15248589407607627,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,-1.91199246757653,0.3918809238108226,0.4593741150002442,-0.20923034147038305,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
